"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDevice","EHDSDevice","","","",0,*,"","","","null {[]} {[]}
","Device model","C.12 - EHDS refined base model for Device information","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHDSDevice.identifier","EHDSDevice.identifier","","","",1,*,"","","","Identifier {[]} {[]}
","C.12.1 - Identifier","An identifier of the device which is unique within in a defined scope. Multiple identifiers can be used.","","","","","","","","","",,,,,"",,,,"EHDSDevice.identifier",1,*,"",""
"EHDSDevice.manufacturer","EHDSDevice.manufacturer","","","",0,1,"","","","string {[]} {[]}
","C.12.2 - Manufacturer","Name of device manufacturer","","","","","","","","","",,,,,"",,,,"EHDSDevice.manufacturer",0,1,"",""
"EHDSDevice.manufactureDate","EHDSDevice.manufactureDate","","","",0,1,"","","","dateTime {[]} {[]}
","C.12.3 - Manufacture date","The date and time when the device was manufactured","","","","","","","","","",,,,,"",,,,"EHDSDevice.manufactureDate",0,1,"",""
"EHDSDevice.expiryDate","EHDSDevice.expiryDate","","","",0,1,"","","","dateTime {[]} {[]}
","C.12.4 - Expiry date","The date and time beyond which this device is no longer valid or should not be used (if applicable).","","","","","","","","","",,,,,"",,,,"EHDSDevice.expiryDate",0,1,"",""
"EHDSDevice.lotNumber","EHDSDevice.lotNumber","","","",0,1,"","","","string {[]} {[]}
","C.12.5 - Lot number","Lot number of manufacture","","","","","","","","","",,,,,"",,,,"EHDSDevice.lotNumber",0,1,"",""
"EHDSDevice.serialNumber","EHDSDevice.serialNumber","","","",0,1,"","","","string {[]} {[]}
","C.12.6 - Serial number","Serial number assigned by the manufacturer","","","","","","","","","",,,,,"",,,,"EHDSDevice.serialNumber",0,1,"",""
"EHDSDevice.name","EHDSDevice.name","","","",0,*,"","","","string {[]} {[]}
","C.12.7 - Name","The name and name type of the device as known to the manufacturer and/or patient","","","","","","","","","",,,,,"",,,,"EHDSDevice.name",0,*,"",""
"EHDSDevice.modelNumber","EHDSDevice.modelNumber","","","",0,1,"","","","string {[]} {[]}
","C.12.8 - Model number","The manufacturer's model number for the device","","","","","","","","","",,,,,"",,,,"EHDSDevice.modelNumber",0,1,"",""
"EHDSDevice.version","EHDSDevice.version","","","",0,1,"","","","string {[]} {[]}
","C.12.9 - Version","The actual design of the device or software version running on the device","","","","","","","","","",,,,,"",,,,"EHDSDevice.version",0,1,"",""
"EHDSDevice.type","EHDSDevice.type","","","",0,*,"","","","CodeableConcept {[]} {[]}
","C.12.10 - Type","Device type","","","","","","","","","",,"preferred","SNOMED CT, EMDN","","",,,,"EHDSDevice.type",0,*,"",""
"EHDSDevice.note","EHDSDevice.note","","","",0,*,"","","","Narrative {[]} {[]}
","C.12.11 - Note","Device notes and comments","","","","","","","","","",,,,,"",,,,"EHDSDevice.note",0,*,"",""
