Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-xtehr.eu.ehds.models.json	41051	-	0	0	0	0	0	0	14	116	0	0	0	0	0	0	0	2	0	0	0	165	330	0	0	0	6	0	2
fsh-generated/resources/ActorDefinition-actor-consumer.json	199	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-actor-producer.json	199	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSAddress.json	4009	4	0	8	0	0	1	0	0	90	0	0	0	0	0	0	0	0	0	0	0	63	967	0	0	0	2	1	1
fsh-generated/resources/StructureDefinition-EHDSAdministeredDosage.json	1810	1	0	16	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	58	187	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAdvanceDirective.json	2801	1	0	10	1	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	59	171	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAdvanceDirectiveObligations.json	5226	5	0	9	0	0	0	0	0	58	0	0	1	0	0	0	0	0	0	0	0	84	228	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSAlert.json	5479	4	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	56	166	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSAlertObligations.json	3861	3	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	56	192	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAllergyIntolerance.json	9416	5	0	8	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	86	214	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSAllergyIntoleranceObligations.json	5883	4	0	6	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	83	332	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSAttachment.json	3675	2	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	39	159	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSBodyStructure.json	3256	2	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	36	134	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSBodyStructureLaboratoryObligations.json	5589	2	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	50	192	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-EHDSCarePlan.json	5021	2	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	67	230	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSCondition.json	8519	4	0	5	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	80	286	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSConditionLaboratoryObligations.json	5943	4	0	5	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	65	313	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSConditionObligations.json	5047	4	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	67	307	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSCurrentPregnancy.json	3817	3	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	49	141	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSCurrentPregnancyObligations.json	4137	3	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	52	164	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSDataSet.json	4823	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	52	125	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSDevice.json	6161	2	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	62	148	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceLaboratoryObligations.json	8388	4	0	6	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	79	214	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceObligations.json	3838	1	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	59	167	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSDeviceUse.json	4550	2	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	62	139	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceUseObligations.json	3947	36	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	53	162	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDischargeReport.json	30282	11	0	44	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	294	381	0	1	0	10	0	0
fsh-generated/resources/StructureDefinition-EHDSDischargeReportObligations.json	77851	22	0	45	0	0	0	0	0	91	0	0	0	0	0	0	0	1	0	0	0	492	923	0	0	0	17	1	2
fsh-generated/resources/StructureDefinition-EHDSDocument.json	9475	4	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	106	167	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSDosage.json	10859	3	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	110	170	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSDosageObligations.json	6286	2	0	8	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	91	186	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSEncounter.json	11062	3	0	6	0	0	0	0	0	66	0	0	1	0	0	0	0	1	0	0	0	144	199	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-EHDSEndpoint.json	6292	2	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	61	128	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessional.json	6276	2	0	2	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	52	148	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalLaboratoryObligations.json	6185	2	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	58	127	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalObligations.json	6478	2	0	6	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	74	128	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHumanName.json	3165	1	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	36	67	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReport.json	25483	6	0	15	0	0	0	0	0	36	0	0	0	0	0	0	0	1	0	0	0	240	190	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-EHDSImagingReportObligations.json	45590	10	0	27	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	357	360	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-EHDSImagingStudy.json	19006	6	0	7	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	152	148	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingStudyObligations.json	33825	7	0	19	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	254	304	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-EHDSImmunisation.json	5846	4	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	57	116	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunisationLaboratoryObligations.json	5787	3	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	54	125	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSImmunisationObligations.json	6461	3	0	8	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	97	241	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservation.json	4824	2	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	100	241	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservationObligations.json	81991	17	0	39	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	0	503	766	0	0	0	18	1	2
