"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHNMedication","EHNMedication","","","",0,*,"","","","null {[]} {[]}
","eHN Medication","eHN Dataset for medication","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHNMedication.productName","EHNMedication.productName","","","",0,*,"","","","string {[]} {[]}
","Name of the medicinal product","Name of the medicinal product. It has to be noted, that according to Implementing Directive 2012/52/EU additional requirements may apply.","","","","","","","","","",,,,,"",,,,"EHNMedication.productName",0,*,"",""
"EHNMedication.identifierMedicinalProduct","EHNMedication.identifierMedicinalProduct","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier/code of the medicinal product","Identifier of a medicinal product refers to the product inside the package, not the packaged item as such. It could be MPID according to ISO 11615, EMA PMS ID and/or a national identifier.","","","","","","","","","",,,,,"",,,,"EHNMedication.identifierMedicinalProduct",0,*,"",""
"EHNMedication.identifierPharmaceuticalProduct","EHNMedication.identifierPharmaceuticalProduct","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier(s) of the pharmaceutical product","Identifier of a pharmaceutical product refers to unique PhPID according to ISO 11616. This could be a part of a description of a specific medicinal product or an attribute of a generic prescription.","","","","","","","","","",,,,,"",,,,"EHNMedication.identifierPharmaceuticalProduct",0,*,"",""
"EHNMedication.identifierPackagedProduct","EHNMedication.identifierPackagedProduct","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier/code of the packaged medicinal product","Identifier of a packaged medicinal product refers to a specific pack size of a specific product. It could be PCID according to ISO 11615 and/or its national equivalent.","","","","","","","","","",,,,,"",,,,"EHNMedication.identifierPackagedProduct",0,*,"",""
"EHNMedication.mah","EHNMedication.mah","","","",0,*,"","","","string {[]} {[]}
","Marketing authorisation holder","Organisation that holds the marketing authorisation of the prescribed product.","","","","","","","","","",,,,,"",,,,"EHNMedication.mah",0,*,"",""
"EHNMedication.activeSubstance","EHNMedication.activeSubstance","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Active substance","All active substances according to ISO 11238. Referred to by common name in implementing directive 2012/52/EU.","","","","","","","","","",,,,,"",,,,"EHNMedication.activeSubstance",0,*,"",""
"EHNMedication.strength","EHNMedication.strength","","","",0,*,"","","","string {[]} {[]}
","Strength of the active substance","The content of the active ingredient expressed quantifiably per dosage unit, per unit of volume or per unit of weight, according to the pharmaceutical dose form. Example: 500 mg per tablet","","","","","","","","","",,,,,"",,,,"EHNMedication.strength",0,*,"",""
"EHNMedication.classification","EHNMedication.classification","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Product classification","WHO ATC code of the product.","","","","","","","","","",,,,,"",,,,"EHNMedication.classification",0,*,"",""
"EHNMedication.doseForm","EHNMedication.doseForm","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Pharmaceutical dose form","Dose form of a product could be either authorised dose form (includes EDQM combination pack dose forms), administrable dose form or manufactured item dose form. It must be made clear which type of dose forms are provided. For example, for the same product several different dose forms can be provided: powder and solvent for solution for injection as authorised dose form, solution for injection as administrable dose form, and powder and solvent as the dose forms for the manufactured items in the inner packaging. Referred to by pharmaceutical formulation in implementing directive 2012/52/EU.","","","","","","","","","",,,,,"",,,,"EHNMedication.doseForm",0,*,"",""
"EHNMedication.unitOfPresentation","EHNMedication.unitOfPresentation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Unit of presentation","Unit of presentation is used as a unit when describing the strength, but according to ISO IDMP it is also a separate attribute of the pharmaceutical product and manufactured item.","","","","","","","","","",,,,,"",,,,"EHNMedication.unitOfPresentation",0,*,"",""
"EHNMedication.packageType","EHNMedication.packageType","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Package type","Type of the container. Examples: bottle, blister, box.","","","","","","","","","",,,,,"",,,,"EHNMedication.packageType",0,*,"",""
"EHNMedication.packSize","EHNMedication.packSize","","","",0,*,"","","","BackboneElement {[]} {[]}
","Pack size","Typically, the pack size is the number of unit of presentations in the package. It could also be presented using units of measurement (ml, g). In some cases, there is a need to refine the package size that it describes the amounts of different manufactured items in more than one inner packages. However, the overall amount of a prescribed product must be calculable from the pack size description.","","","","","","","","","",,,,,"",,,,"EHNMedication.packSize",0,*,"",""
