Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-xtehr.eu.ehds.models.json	41051	-	0	0	0	0	1	0	13	84	0	0	0	0	0	0	0	1	0	0	0	185	306	0	0	0	9	0	3
fsh-generated/resources/ActorDefinition-actor-consumer.json	199	5	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-actor-producer.json	199	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSAddress.json	4009	3	0	7	0	0	0	1	0	67	0	0	0	0	0	0	0	1	0	0	0	70	830	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-EHDSAdministeredDosage.json	1810	2	0	13	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	67	195	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAdvanceDirective.json	2801	2	0	11	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	74	166	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAdvanceDirectiveObligations.json	5226	4	0	10	0	0	0	0	0	79	0	0	0	0	0	0	0	1	0	0	0	88	249	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSAlert.json	5479	4	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	73	164	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSAlertObligations.json	3861	3	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	75	182	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAllergyIntolerance.json	9416	4	0	7	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	134	203	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSAllergyIntoleranceObligations.json	5883	3	0	7	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	105	247	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSAttachment.json	3675	3	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	52	120	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSBodyStructure.json	3256	2	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	55	117	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSBodyStructureLaboratoryObligations.json	5589	3	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	75	167	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSCarePlan.json	5021	3	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	86	182	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSCondition.json	8519	4	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	89	131	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSConditionLaboratoryObligations.json	5943	3	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	70	143	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSConditionObligations.json	5047	3	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	112	144	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSCurrentPregnancy.json	3817	2	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	53	94	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSCurrentPregnancyObligations.json	4137	2	0	4	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	57	112	0	1	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDataSet.json	4823	4	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	57	90	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSDevice.json	6161	3	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	67	106	0	0	0	2	1	1
fsh-generated/resources/StructureDefinition-EHDSDeviceLaboratoryObligations.json	8388	4	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	84	268	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceObligations.json	3838	3	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	54	178	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceUse.json	4550	2	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	69	159	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceUseObligations.json	3947	3	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	60	173	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSDischargeReport.json	30282	11	0	22	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	0	283	358	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-EHDSDischargeReportObligations.json	77851	25	0	41	0	0	0	0	0	70	0	0	1	0	0	0	0	0	0	0	0	534	991	0	0	0	12	0	4
fsh-generated/resources/StructureDefinition-EHDSDocument.json	9475	5	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	114	120	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSDosage.json	10859	5	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	120	118	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSDosageObligations.json	6286	3	0	7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	105	134	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSEncounter.json	11062	5	0	5	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	142	144	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSEndpoint.json	6292	3	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	65	86	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessional.json	6276	2	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	57	121	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalLaboratoryObligations.json	6185	3	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	60	100	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalObligations.json	6478	3	0	7	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	80	116	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSHumanName.json	3165	2	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	39	69	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReport.json	25483	7	0	15	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	258	197	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReportObligations.json	45590	15	0	38	0	0	0	0	0	50	0	0	0	0	0	0	0	1	0	0	0	397	668	0	0	0	9	1	3
fsh-generated/resources/StructureDefinition-EHDSImagingStudy.json	19006	7	0	16	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	172	232	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingStudyObligations.json	33825	11	0	38	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	285	450	0	0	0	7	0	2
fsh-generated/resources/StructureDefinition-EHDSImmunisation.json	5846	3	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	65	113	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunisationLaboratoryObligations.json	5787	2	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	77	154	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunisationObligations.json	6461	3	0	17	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	112	202	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservation.json	4824	3	0	31	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	120	282	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservationObligations.json	81991	23	0	53	0	0	0	0	0	62	0	0	1	0	0	0	0	1	0	0	0	568	642	0	0	0	13	0	4
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReport.json	16343	5	0	12	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	211	156	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReportObligations.json	41243	13	0	19	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	325	319	0	0	0	8	0	3
fsh-generated/resources/StructureDefinition-EHDSLocation.json	3961	3	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	45	67	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSMedication.json	17514	6	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	178	142	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministration.json	4318	2	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	66	86	0	0	0	2	1	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministrationLaboratoryObligations.json	8496	4	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	98	151	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministrationObligations.json	4003	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	56	148	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationDispense.json	8252	3	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	92	153	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationDispenseObligations.json	8862	3	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	88	190	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationLaboratoryObligations.json	9267	4	0	7	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	110	202	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationObligations.json	5205	2	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	85	204	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescription.json	17572	6	0	8	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	189	206	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescriptionObligations.json	19010	6	0	10	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	164	244	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationUse.json	5949	3	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	78	92	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationUseLaboratoryObligations.json	7409	3	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	76	112	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationUseObligations.json	4598	2	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	66	100	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSObservation.json	29075	9	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	320	228	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-EHDSObservationObligations.json	50163	16	0	24	0	0	0	0	0	42	0	0	1	0	0	0	0	1	0	0	0	385	352	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-EHDSOrganisation.json	3265	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	39	63	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganisationLaboratoryObligations.json	6788	3	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	56	83	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganisationObligations.json	2319	2	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	35	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatient.json	4184	2	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	50	66	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-EHDSPatientLaboratoryObligations.json	6142	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	81	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientObligations.json	5006	2	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	65	88	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummary.json	32701	12	0	54	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	0	309	277	0	0	0	8	1	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummaryObligations.json	49769	16	0	40	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	0	414	611	0	0	0	9	0	2
fsh-generated/resources/StructureDefinition-EHDSPregnancyHistory.json	3037	2	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	48	95	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedure.json	7814	3	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	94	106	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedureLaboratoryObligations.json	7418	2	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	83	123	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedureObligations.json	4682	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	69	120	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSRelatedPerson.json	3811	2	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	41	64	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPersonLaboratoryObligations.json	5934	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	50	86	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPersonObligations.json	3648	2	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	46	83	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSServiceRequest.json	7019	2	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	95	96	0	0	0	8	0	0
