Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-EHDSHealthProfessional.json	6275	3	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	52	115	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalLaboratoryObligations.json	6184	2	0	6	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	55	149	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalObligations.json	6477	3	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	73	176	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHumanName.json	3164	1	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	36	106	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReport.json	25482	8	0	13	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	244	355	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReportObligations.json	45589	14	0	37	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	365	670	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-EHDSImagingStudy.json	19005	6	0	8	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	0	155	223	0	1	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingStudyObligations.json	33824	10	0	17	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	258	386	0	0	0	16	0	1
fsh-generated/resources/StructureDefinition-EHDSImmunisation.json	5845	3	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	58	131	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunisationLaboratoryObligations.json	5786	7	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	57	134	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunisationObligations.json	6460	5	0	12	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	99	221	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservation.json	4823	2	0	20	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	109	255	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservationObligations.json	81990	24	0	35	0	0	0	0	0	84	0	0	1	0	0	0	0	0	0	0	0	500	856	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReport.json	16342	5	0	14	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	173	188	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReportObligations.json	41242	16	0	17	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	314	370	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-EHDSLocation.json	3960	2	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	49	81	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSMedication.json	17514	5	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	164	153	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministration.json	4317	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	65	88	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministrationLaboratoryObligations.json	8495	3	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	76	144	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministrationObligations.json	4002	2	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	52	97	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationDispense.json	8251	3	0	5	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	86	95	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationDispenseObligations.json	8861	4	0	6	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	81	114	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationLaboratoryObligations.json	9266	3	0	7	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	110	143	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationObligations.json	5204	3	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	78	121	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescription.json	17571	6	0	8	1	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	172	130	0	0	0	6	1	0
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescriptionObligations.json	19009	6	0	10	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	148	169	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationUse.json	5948	2	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	72	90	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationUseLaboratoryObligations.json	7408	2	0	5	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	70	163	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationUseObligations.json	4597	2	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	61	94	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSObservation.json	29074	8	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	289	206	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-EHDSObservationObligations.json	50162	13	0	24	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	0	329	510	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-EHDSOrganisation.json	3264	3	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	35	90	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganisationLaboratoryObligations.json	6787	2	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	58	123	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganisationObligations.json	2318	1	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	31	74	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatient.json	4183	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	54	78	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientLaboratoryObligations.json	6141	3	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	48	111	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientObligations.json	5005	2	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	59	97	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSPatientSummary.json	32700	9	0	19	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	298	288	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummaryObligations.json	49768	13	0	26	0	0	0	0	0	50	0	0	0	0	0	0	0	1	0	0	0	378	425	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-EHDSPregnancyHistory.json	3036	2	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	43	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedure.json	7813	10	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	86	94	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedureLaboratoryObligations.json	7417	5	0	5	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	74	111	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-EHDSProcedureObligations.json	4681	3	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	64	98	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPerson.json	3810	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	37	63	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPersonLaboratoryObligations.json	5933	5	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	47	108	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPersonObligations.json	3647	2	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	45	73	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSServiceRequest.json	7018	4	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	86	95	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSServiceRequestLaboratoryObligations.json	10301	4	0	6	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	95	124	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSSpecimen.json	10825	3	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	110	111	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSSpecimenLaboratoryObligations.json	11483	4	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	103	140	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSTelecom.json	1855	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	24	55	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSTravelHistory.json	1746	1	0	3	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	28	65	0	0	0	1	0	0
/input/includes/dmn2html.xslt	6208	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/dmn.css	838	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	6425	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	2806	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSPatientSummary-intro.md	1322	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSObservation-intro.md	1135	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/obligations.md	6853	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/changes.md	1337	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/background.md	3685	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/howto.md	5857	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/overview-dispensation.md	3664	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/datatypes.md	3837	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSDosage-notes.md	2848	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSPatientSummary-notes.md	1816	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-patientsummary.md	1374	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-prescription.md	3237	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSObservation-notes.md	1964	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	3700	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/wow.md	6168	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/knownIssues.md	128	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/scope.md	2070	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/authoring-process.md	5759	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSLaboratoryObservation-notes.md	2077	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/useCaseLabOrder.md	746	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-medicalimages.md	902	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-dischargereport.md	854	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/obligationsLabReport.md	1060	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/downloads.md	299	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/overview-medicaltestresult.md	1549	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/24px.svg	234	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	59603	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	0	0	0	0	0	0
