"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHNMedicationPrescription","EHNMedicationPrescription","","","",0,*,"","","","null {[]} {[]}
","eHN Medication Prescription","eHN Dataset for medication prescription","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHNMedicationPrescription.identifierOfThePrescription","EHNMedicationPrescription.identifierOfThePrescription","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier of the Prescription","A unique string generated by an EPS (Electronic Prescribing System) to uniquely identify a prescription; this unique code is needed for traceability. It might be used to register whether a prescription, and/or the maximum number of repeats, has already been dispensed. The identifier can consist of a root and an extension [ISO 21090:2011].","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.identifierOfThePrescription",0,*,"",""
"EHNMedicationPrescription.quantityOfPrescribedProduct","EHNMedicationPrescription.quantityOfPrescribedProduct","","","",0,*,"","","","string {[]} {[]}
","Quantity of prescribed product","Total quantity or volume of the medicinal product that is prescribed to the specific patient. It can be provided as number of packages, given that the pack size is sufficiently described, or it can be the overall amount in appropriate units of measure (UCUM). Depending on national legislation, this quantity may or may not be dispensed in one dispensation. or units of presentation (EDQM) (ml, g, tablets, vials).","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.quantityOfPrescribedProduct",0,*,"",""
"EHNMedicationPrescription.doseRegimen","EHNMedicationPrescription.doseRegimen","","","",0,*,"","","","string {[]} {[]}
","Dose regimen","The regimen governing the dose quantity per single administration, the dose frequency, and/or speed of administration (in the event of intravenous administration). Note: this information may be used by the dispenser to calculate the quantity to be dispensed.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.doseRegimen",0,*,"",""
"EHNMedicationPrescription.numberOfUnitsPerIntake","EHNMedicationPrescription.numberOfUnitsPerIntake","","","",0,*,"","","","string {[]} {[]}
","Number of units per intake","The number of units per intake that the patient is taking. Example: 1 tablet","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.numberOfUnitsPerIntake",0,*,"",""
"EHNMedicationPrescription.frequencyOfIntakes","EHNMedicationPrescription.frequencyOfIntakes","","","",0,*,"","","","string {[]} {[]}
","Frequency of intakes","Frequency of intakes per hour/day/week/month. Example: every 24 hours","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.frequencyOfIntakes",0,*,"",""
"EHNMedicationPrescription.routeOfAdministration","EHNMedicationPrescription.routeOfAdministration","","","",0,*,"","","","string {[]} {[]}
","Route of administration","The route of administration as prescribed. Example: oral intake","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.routeOfAdministration",0,*,"",""
"EHNMedicationPrescription.durationOfTreatment","EHNMedicationPrescription.durationOfTreatment","","","",0,*,"","","","string {[]} {[]}
","Duration of treatment","The duration of the treatment as indicated by the Prescriber. Example: 14 days. Can be left blank for long-term therapies.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.durationOfTreatment",0,*,"",""
"EHNMedicationPrescription.startingDateOfTherapy","EHNMedicationPrescription.startingDateOfTherapy","","","",0,*,"","","","string {[]} {[]}
","Starting date of therapy","The time and date on which it is agreed that therapy will start.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.startingDateOfTherapy",0,*,"",""
"EHNMedicationPrescription.directionsForUse","EHNMedicationPrescription.directionsForUse","","","",0,*,"","","","string {[]} {[]}
","Directions for use","Information about the directions for use of the prescribed medicinal product (such as 'with food' or 'before a meal') and any cautionary advice for correct use of the prescribed medicinal product by the patient.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.directionsForUse",0,*,"",""
"EHNMedicationPrescription.issueDate","EHNMedicationPrescription.issueDate","","","",0,*,"","","","date {[]} {[]}
","Issue date","The date and optionally the time the prescription was issued.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.issueDate",0,*,"",""
"EHNMedicationPrescription.prescriptionExpiryDate","EHNMedicationPrescription.prescriptionExpiryDate","","","",0,*,"","","","date {[]} {[]}
","Prescription expiry date","This might be dependent on local or national policy or legislation, in accordance with the treatment plan or because the therapeutic need for the prescribed medicine has expired.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.prescriptionExpiryDate",0,*,"",""
"EHNMedicationPrescription.repeats","EHNMedicationPrescription.repeats","","","",0,*,"","","","string {[]} {[]}
","Repeats","In some countries, when medicinal products are dispensed for the first time, the patient may only receive medication for a short period of time. When a patient starts taking medication for a chronic illness, the prescriber can issue a prescription for a longer period that is now separated by repeats. In addition, the maximum quantity (A.1.4.3) of the prescribed product that may be dispensed in one dispensation may be stated here. Decision on dispensability is made in the country of prescription.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.repeats",0,*,"",""
"EHNMedicationPrescription.reasonForPrescription","EHNMedicationPrescription.reasonForPrescription","","","",0,*,"","","","string {[]} {[]}
","Reason for prescription","The reason why the medicine is being prescribed, including the option to mention that the medicinal product is being prescribed for ‘off label’ use. The reason for the prescription gives the dispenser the opportunity to review the prescription for medication safety issues. Note: in some countries it is obligatory to state the reason for prescription on the prescription itself for some or all medicinal products.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.reasonForPrescription",0,*,"",""
"EHNMedicationPrescription.substitution","EHNMedicationPrescription.substitution","","","",0,*,"","","","string {[]} {[]}
","Substitution","Substitution handling can be recorded to indicate whether and to what extent substitution is allowed by the prescriber.","","","","","","","","","",,,,,"",,,,"EHNMedicationPrescription.substitution",0,*,"",""
