Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-xtehr.eu.ehds.models.json	22112	-	0	0	0	0	0	0	7	59	0	0	0	0	0	0	0	0	0	0	92	105	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-EHDSAddress.json	4008	18	0	8	0	0	0	0	0	67	0	0	1	0	0	0	0	0	0	0	54	740	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAdministeredDosage.json	1417	3	0	44	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	44	164	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAdvanceDirective.json	2800	3	0	50	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	40	138	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAlert.json	5478	3	0	20	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	54	136	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSAllergyIntolerance.json	9443	6	0	22	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	79	182	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSAttachment.json	3728	5	0	16	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	37	97	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSBodyStructure.json	3277	4	0	15	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	34	95	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSCarePlan.json	5020	4	0	22	1	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	105	129	0	0	0	2	1	0
fsh-generated/resources/StructureDefinition-EHDSCondition.json	8590	3	0	21	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	81	196	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSCurrentPregnancy.json	3816	3	0	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	51	105	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDataSet.json	4822	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	50	90	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDevice.json	5836	4	0	20	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	56	162	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSDeviceUse.json	4507	3	0	20	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	58	125	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDischargeReport.json	28475	6	0	74	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	226	341	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-EHDSDocument.json	9596	4	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	96	155	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSDosage.json	11402	4	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	108	171	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-EHDSEncounter.json	11061	3	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	132	165	0	0	0	6	0	0
