Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-eu.ehds.models.json	21489	-	0	0	0	0	0	0	4	98	0	0	0	0	0	0	0	1	0	0	90	190	0	0	1	5	0	1
fsh-generated/resources/StructureDefinition-ANY.json	892	15	0	0	0	0	0	7	0	32	0	0	1	0	0	0	0	0	0	0	28	1447	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Coded.json	1123	13	1	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	31	247	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAddress.json	4038	14	0	0	0	0	0	13	0	16	0	0	0	0	0	0	0	1	0	0	45	248	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAlertFlag.json	6056	14	0	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	0	70	217	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAllergyIntolerance.json	9615	16	0	0	0	0	0	16	0	22	0	0	0	0	0	0	0	0	0	0	111	288	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSAppointment.json	11934	17	0	0	0	0	0	17	0	22	0	0	0	0	0	0	0	1	0	0	98	346	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSAttachment.json	4372	13	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	41	161	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAttachments.json	1892	11	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	29	96	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSCarePlan.json	7753	14	0	0	0	0	0	14	0	16	0	0	0	0	0	0	0	0	0	0	58	196	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSCondition.json	9306	17	1	0	0	0	0	15	0	20	0	0	0	0	0	0	0	0	0	0	73	243	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSDevice.json	4738	12	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	48	161	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceUse.json	5238	10	0	0	0	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	50	154	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSDosaging.json	17724	15	0	0	0	0	0	19	0	26	0	0	0	0	0	0	0	1	0	0	190	372	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-EHDSFunctionalStatus.json	4852	11	0	0	0	0	0	13	0	11	0	0	0	0	0	0	0	0	0	0	44	156	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSGoal.json	908	10	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	16	66	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSGroup.json	914	13	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	16	69	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessional.json	4736	5	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	0	0	48	118	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHumanName.json	3291	3	1	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	47	110	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReport.json	2296	2	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	34	82	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReportBody.json	23090	11	0	0	0	0	0	21	0	33	0	0	0	0	0	0	0	0	0	0	226	369	0	1	0	4	1	0
fsh-generated/resources/StructureDefinition-EHDSImagingReportHeader.json	16826	9	0	0	0	0	0	18	0	23	0	0	1	0	0	0	0	0	0	0	154	291	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSImgCondition.json	1240	3	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	22	60	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunization.json	6636	5	0	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	69	197	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSInpatientEncounter.json	9877	4	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	1	0	0	84	205	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservation.json	3388	3	0	0	0	0	0	35	0	11	0	0	0	0	0	0	0	0	0	0	74	237	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReport.json	2377	3	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	36	100	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReportBody.json	10699	4	1	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	106	152	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReportHeader.json	15376	5	0	0	0	0	0	17	0	20	0	0	0	0	0	0	0	0	0	0	143	229	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSLocation.json	5173	4	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0	45	82	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedia.json	6072	3	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	57	123	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedication.json	16774	6	0	0	0	0	0	11	0	32	0	0	0	0	0	0	0	0	0	0	138	171	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministration.json	7849	4	0	0	0	0	0	7	0	19	0	0	0	0	0	0	0	1	0	0	71	98	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationDispense.json	8960	4	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	72	88	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescription.json	18164	6	0	0	0	0	0	45	0	21	0	0	0	0	0	0	0	0	0	0	136	178	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EHDSObservation.json	13462	6	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	110	122	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganization.json	3849	2	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	36	85	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatient.json	5110	3	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	68	105	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummary.json	1902	2	0	0	0	0	0	3	0	9	0	0	1	0	0	0	0	0	0	0	41	67	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummaryBody.json	21128	8	0	0	0	0	0	16	0	25	0	0	0	0	0	0	0	1	0	0	171	314	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-EHDSPatientSummaryHeader.json	12836	4	0	0	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	0	91	236	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedure.json	8369	4	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	65	171	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPerson.json	3815	4	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	32	106	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSReportHeader.json	15690	10	1	0	0	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	121	290	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSServiceRequest.json	6720	4	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	49	126	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSSlot.json	908	2	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	15	56	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSSpecimen.json	6111	3	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	49	75	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSSubstance.json	4170	3	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	38	63	0	0	0	2	0	0
