Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-eu.ehds.models.json	21353	-	0	0	0	0	0	0	5	72	0	0	0	0	0	0	0	3	0	0	84	135	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ANY.json	892	24	0	0	1	0	0	7	0	26	0	0	0	0	0	0	0	0	0	0	32	1608	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Coded.json	1123	21	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	1	0	0	38	259	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAddress.json	4042	21	0	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	45	240	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAlertFlag.json	6044	20	0	0	0	0	0	13	0	11	0	0	0	0	0	0	0	0	0	0	48	217	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAllergyIntolerance.json	9609	23	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	0	0	77	315	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAppointment.json	11938	23	1	0	0	0	0	17	0	20	0	0	0	0	0	0	0	0	0	0	88	344	0	1	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSAttachment.json	4376	20	0	0	0	0	0	13	0	9	0	0	1	0	0	0	0	0	0	0	39	146	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAttachments.json	1892	18	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	1	0	0	25	90	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSCarePlan.json	7757	15	0	0	0	0	0	16	0	14	0	0	0	0	0	0	0	0	0	0	57	191	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSCondition.json	9310	7	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	89	238	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDevice.json	4742	5	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	50	158	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSDeviceUse.json	5226	5	0	0	0	0	0	14	0	10	0	0	1	0	0	0	0	0	0	0	44	147	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-EHDSDosaging.json	17728	9	0	0	0	0	0	21	0	47	0	0	1	0	0	0	0	1	0	0	147	388	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-EHDSFunctionalStatus.json	4852	4	0	0	0	0	0	8	0	12	0	0	0	0	0	0	0	0	0	0	42	130	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSGoal.json	912	3	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	14	62	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSGroup.json	918	3	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	15	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessional.json	4658	4	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0	37	108	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSHumanName.json	3279	4	1	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	32	99	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReport.json	2300	4	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	23	76	0	0	0	1	0	0
