"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDischargeReportBody","EHDSDischargeReportBody","","","",0,*,"","","","null {[]} {[]}
","Discharge Report body model","EHDS refined base model for Discharge Report body","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHDSDischargeReportBody.advanceDirectives","EHDSDischargeReportBody.advanceDirectives","","","",0,1,"","","","Base {[]} {[]}
","Section: Advance Directives.","Provision for healthcare decisions if, in the future, a person is unable to make those decisions.","","eHN Guideline HDR (v1.1): A.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.advanceDirectives",0,1,"",""
"EHDSDischargeReportBody.advanceDirectives.narrative","EHDSDischargeReportBody.advanceDirectives.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.advanceDirectives.narrative",0,1,"",""
"EHDSDischargeReportBody.advanceDirectives.advanceDirective","EHDSDischargeReportBody.advanceDirectives.advanceDirective","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAdvanceDirective {[]} {[]}
","Provision for healthcare decisions if, in the future, a person is unable to make those decisions","Provision for healthcare decisions if, in the future, a person is unable to make those decisions","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.advanceDirectives.advanceDirective",0,*,"",""
"EHDSDischargeReportBody.alerts","EHDSDischargeReportBody.alerts","","","",0,1,"","","","Base {[]} {[]}
","Section: Alerts.","Information about substantial alerts or warnings that health professionals should be aware of.","","eHN Guideline HDR (v1.1): A.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.alerts",0,1,"",""
"EHDSDischargeReportBody.alerts.narrative","EHDSDischargeReportBody.alerts.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.alerts.narrative",0,1,"",""
"EHDSDischargeReportBody.alerts.medicalAlert","EHDSDischargeReportBody.alerts.medicalAlert","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAlert {[]} {[]}
","Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.","Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.","","eHN Guideline HDR (v1.1): A.2.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.alerts.medicalAlert",0,*,"",""
"EHDSDischargeReportBody.alerts.allergyAndIntolerance","EHDSDischargeReportBody.alerts.allergyAndIntolerance","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAllergyIntolerance {[]} {[]}
","Allergy and Intolerance. A record of allergies and intolerances (primarily to be used for new allergies or intolerances that occurred during the hospital stay).","Allergy and Intolerance. A record of allergies and intolerances (primarily to be used for new allergies or intolerances that occurred during the hospital stay).","","eHN Guideline HDR (v1.1): A.2.2.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.alerts.allergyAndIntolerance",0,*,"",""
"EHDSDischargeReportBody.encounterInformation","EHDSDischargeReportBody.encounterInformation","","","",1,1,"","","","Base {[]} {[]}
","Section: Encounter information.","Section: Encounter information.","","eHN Guideline HDR (v1.1): A.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.encounterInformation",1,1,"",""
"EHDSDischargeReportBody.encounterInformation.narrative","EHDSDischargeReportBody.encounterInformation.narrative","","","",1,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.encounterInformation.narrative",1,1,"",""
"EHDSDischargeReportBody.encounterInformation.encounter","EHDSDischargeReportBody.encounterInformation.encounter","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSEncounter {[]} {[]}
","Encounter information","Encounter information","","eHN Guideline HDR (v1.1): A.2.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.encounterInformation.encounter",0,1,"",""
"EHDSDischargeReportBody.admissionEvaluation","EHDSDischargeReportBody.admissionEvaluation","","","",0,1,"","","","Base {[]} {[]}
","Section: Admission evaluation","Admission evaluation section should be reported exceptionally only if it is relevant to ensure continuity of care.","","eHN Guideline HDR (v1.1): A.2.4","","","","","","","",,,,,"",,,,"EHDSDischargeReportBody.admissionEvaluation",0,1,"",""
