Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-eu.ehds.models.json	28697	-	0	0	0	0	0	0	5	72	0	0	0	0	0	0	0	1	0	0	104	137	0	0	0	4	0	1
fsh-generated/resources/ActorDefinition-actor-dispensing-system.json	226	5	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-actor-ehr-system.json	205	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-actor-ncp-system.json	205	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-actor-prescribing-system.json	229	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ANY.json	892	2	0	7	0	0	1	0	0	30	0	0	1	0	0	0	0	0	0	0	28	923	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Coded.json	1123	4	0	9	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	31	125	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAddress.json	4038	5	0	9	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	44	120	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAlertFlag.json	6056	4	0	9	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	56	108	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAllergyIntolerance.json	9615	5	0	11	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	87	168	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSAppointment.json	11934	8	0	11	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	102	157	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSAttachment.json	5650	4	0	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	53	106	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSAttachments.json	1890	2	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	31	57	0	0	0	2	0	0
