"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSLaboratoryObservation","EHDSLaboratoryObservation","","","",0,*,"","","","null {[]} {[]}
","Laboratory observation model","EHDS refined base model for Observation performed by laboratory","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHDSLaboratoryObservation.header","EHDSLaboratoryObservation.header","","","",1,1,"","","","Base {[]} {[]}
","Common header for all patient-related data","Common header for all patient-related data","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header",1,1,"",""
"EHDSLaboratoryObservation.header.subject","EHDSLaboratoryObservation.header.subject","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}
","Patient who is receiving health care. This patient might be different from the direct subject of the observation.","Patient/subject information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.subject",1,1,"",""
"EHDSLaboratoryObservation.header.identifier","EHDSLaboratoryObservation.header.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Business identifier for the object","Business identifier for the object","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.identifier",0,*,"",""
"EHDSLaboratoryObservation.header.authorship","EHDSLaboratoryObservation.header.authorship","","","",1,*,"","","","Base {[]} {[]}
","Resource authoring details","Resource authoring details","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship",1,*,"",""
"EHDSLaboratoryObservation.header.authorship.author[x]","EHDSLaboratoryObservation.header.authorship.author[x]","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}","Author(s) by whom the resource was/were authored. Multiple authors could be provided.","Author(s) by whom the resource was/were authored. Multiple authors could be provided.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship.author[x]",1,1,"",""
"EHDSLaboratoryObservation.header.authorship.datetime","EHDSLaboratoryObservation.header.authorship.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of authoring/issuing","Date and time of authoring/issuing","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship.datetime",1,1,"",""
"EHDSLaboratoryObservation.header.lastUpdate","EHDSLaboratoryObservation.header.lastUpdate","","","",0,1,"","","","dateTime {[]} {[]}
","Date and time of the last update to the resource (may be used for technical corrections).","Date and time of the last update to the resource (may be used for technical corrections).","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.lastUpdate",0,1,"",""
"EHDSLaboratoryObservation.header.status","EHDSLaboratoryObservation.header.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Status of the resource or document","Status of the resource or document","","","","","","","","","",,"preferred","HL7 Observation status","","",,,,"EHDSDataSet.header.status",1,1,"",""
"EHDSLaboratoryObservation.header.statusReason[x]","EHDSLaboratoryObservation.header.statusReason[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason for the current status of the resource.","Reason for the current status of the resource.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.statusReason[x]",0,1,"",""
"EHDSLaboratoryObservation.header.language","EHDSLaboratoryObservation.header.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Language in which the resource is written. Language is expressed by the IETF language tag.","Language in which the resource is written. Language is expressed by the IETF language tag.","","","","","","","","","",,"preferred","BCP 47","","",,,,"EHDSDataSet.header.language",0,1,"",""
"EHDSLaboratoryObservation.header.directSubject[x]","EHDSLaboratoryObservation.header.directSubject[x]","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatientAnimal {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSLocation {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSProcedure {[]} {[]}","The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device","The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device","","","","","","","","","",,,,,"",,,,"EHDSObservation.header.directSubject[x]",0,1,"",""
"EHDSLaboratoryObservation.observationDate[x]","EHDSLaboratoryObservation.observationDate[x]","","","",1,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Clinically relevant time or time period for the observation","Clinically relevant time or time period for the observation","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationDate[x]",1,1,"",""
"EHDSLaboratoryObservation.code","EHDSLaboratoryObservation.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation code","Code representing the observation using the agreed code systems.","","","","","","","","","",,"preferred","LOINC, NPU","","",,,,"EHDSObservation.code",1,1,"",""
"EHDSLaboratoryObservation.originalName","EHDSLaboratoryObservation.originalName","","","",0,1,"","","","string {[]} {[]}
","Original (conventional) name of the observation","Original (conventional) name of the observation","","","","","","","","","",,,,,"",,,,"EHDSObservation.originalName",0,1,"",""
"EHDSLaboratoryObservation.method","EHDSLaboratoryObservation.method","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Observation method","Observation method (measurement principle) to obtain the result.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSObservation.method",0,1,"",""
"EHDSLaboratoryObservation.order","EHDSLaboratoryObservation.order","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSServiceRequest {[]} {[]}
","Identifies order and order placer this observation belongs to","Identifies order and order placer this observation belongs to","","","","","","","","","",,,,,"",,,,"EHDSObservation.order",0,1,"",""
"EHDSLaboratoryObservation.performer[x]","EHDSLaboratoryObservation.performer[x]","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSRelatedPerson {[]} {[]}","Performer of the observation. Some test could be performed by the patient himself or by a care giver. Those are in the scope of this deliverable under specified conditions.","Performer of the observation. Some test could be performed by the patient himself or by a care giver. Those are in the scope of this deliverable under specified conditions.","","","","","","","","","",,,,,"",,,,"EHDSObservation.performer[x]",0,1,"",""
"EHDSLaboratoryObservation.anatomicLocation","EHDSLaboratoryObservation.anatomicLocation","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSBodyStructure {[]} {[]}
","Anatomic location and laterality where the observation was performed.","Anatomic location and laterality where the observation was performed.","","","","","","","","","",,,,,"",,,,"EHDSObservation.anatomicLocation",0,1,"",""
"EHDSLaboratoryObservation.result","EHDSLaboratoryObservation.result","","","",0,1,"","","","Base {[]} {[]}
","Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.","Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.","","","","","","","","","",,,,,"",,,,"EHDSObservation.result",0,1,"",""
"EHDSLaboratoryObservation.result.value[x]","EHDSLaboratoryObservation.result.value[x]","","","",1,1,"","","","string {[]} {[]}
Quantity {[]} {[]}Range {[]} {[]}CodeableConcept {[]} {[]}","Observation result value according to the type of observation","Observation result value according to the type of observation","","","","","","","","","",,"preferred","UCUM for units, SNOMED CT for coded results","","",,,,"EHDSObservation.result.value[x]",1,1,"",""
"EHDSLaboratoryObservation.result.uncertainty","EHDSLaboratoryObservation.result.uncertainty","","","",0,1,"","","","Base {[]} {[]}
","Measurement uncertainty type and interval if needed.","Measurement uncertainty type and interval if needed.","","","","","","","","","",,,,,"",,,,"EHDSObservation.result.uncertainty",0,1,"",""
