"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDosaging","EHDSDosaging","","","",0,*,"","","","null {[]} {[]}
","Dosaging model","Logical model for usage instructions for administring the requested product. Based on FHIR Dosage complex data type. When implemented, this model may be reduced significantly according to the specific use case.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHDSDosaging.sequence","EHDSDosaging.sequence","","","",0,1,"","","","integer {[]} {[]}
","Order of the dosage instruction, in case one treatment consists of several dosaging schemes","Order of the dosage instruction, in case one treatment consists of several dosaging schemes","","","","","","","","","",,,,,"",,,,"EHDSDosaging.sequence",0,1,"",""
"EHDSDosaging.text","EHDSDosaging.text","","","",0,1,"","","","string {[]} {[]}
","Free text usage/dosage instructions","Free text usage/dosage instructions","","","","","","","","","",,,,,"",,,,"EHDSDosaging.text",0,1,"",""
"EHDSDosaging.additionalInstruction","EHDSDosaging.additionalInstruction","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Coded instructions, e.g warnings to the patient, like 'may cause drowsiness' etc","Coded instructions, e.g warnings to the patient, like 'may cause drowsiness' etc","","","","","","","","","",,,,,"",,,,"EHDSDosaging.additionalInstruction",0,*,"",""
"EHDSDosaging.patientInstruction","EHDSDosaging.patientInstruction","","","",0,1,"","","","string {[]} {[]}
","Patient oriented instructions as free text","Patient oriented instructions as free text","","","","","","","","","",,,,,"",,,,"EHDSDosaging.patientInstruction",0,1,"",""
"EHDSDosaging.doseAndRate","EHDSDosaging.doseAndRate","","","",0,*,"","","","Base {[]} {[]}
","Amount of medication administered per one dose (= one timing)","Amount of medication administered per one dose (= one timing)","","","","","","","","","",,,,,"",,,,"EHDSDosaging.doseAndRate",0,*,"",""
"EHDSDosaging.doseAndRate.type","EHDSDosaging.doseAndRate.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The kind of dose or rate specified (e.g calculated, ordered, etc).","The kind of dose or rate specified (e.g calculated, ordered, etc).","","","","","","","","","",,,,,"",,,,"EHDSDosaging.doseAndRate.type",0,1,"",""
"EHDSDosaging.doseAndRate.dose[x]","EHDSDosaging.doseAndRate.dose[x]","","","",0,1,"","","","Quantity {[]} {[]}
Range {[]} {[]}","Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml)","Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml)","","","","","","","","","",,,,,"",,,,"EHDSDosaging.doseAndRate.dose[x]",0,1,"",""
"EHDSDosaging.doseAndRate.rate[x]","EHDSDosaging.doseAndRate.rate[x]","","","",0,1,"","","","Ratio {[]} {[]}
Quantity {[]} {[]}Range {[]} {[]}","Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes)","Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes)","","","","","","","","","",,,,,"",,,,"EHDSDosaging.doseAndRate.rate[x]",0,1,"",""
"EHDSDosaging.timing","EHDSDosaging.timing","","","",0,1,"","","","Base {[]} {[]}
","When medication should be administered (period, time of day, frequency, etc)","When medication should be administered (period, time of day, frequency, etc)","","","","","","","","","",,,,,"",,,,"EHDSDosaging.timing",0,1,"",""
