"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSMedicationStatement","EHDSMedicationStatement","","","",0,*,"","","","null {[]} {[]}
","Medication statement model","C.39 - EHDS refined base model for Medication statement","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHDSMedicationStatement.identifier","EHDSMedicationStatement.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","C.39.1 - Identifier","Identifiers associated with this Medication Statement","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.identifier",0,*,"",""
"EHDSMedicationStatement.medication","EHDSMedicationStatement.medication","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSMedication]]}
","C.39.2 - Medication","Medication that has been taken, altered, newly prescribed or discontinued.","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.medication",1,1,"",""
"EHDSMedicationStatement.patient","EHDSMedicationStatement.patient","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSPatient]]}
","C.39.3 - Patient","Who is/was taking the medication.","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.patient",1,1,"",""
"EHDSMedicationStatement.encounter","EHDSMedicationStatement.encounter","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSEncounter {[]} {[]}
","C.39.4 - Encounter","Encounter associated with MedicationStatement.","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.encounter",0,1,"",""
"EHDSMedicationStatement.periodOfTreatment","EHDSMedicationStatement.periodOfTreatment","","","",0,1,"","","","Period {[]} {[]}
","C.39.5 - Period of treatment","The date/time or interval when the medication is/was/will be taken.","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.periodOfTreatment",0,1,"",""
"EHDSMedicationStatement.medicationReason","EHDSMedicationStatement.medicationReason","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSCondition], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSObservation]]}
","C.39.6 - Medication reason","The reason why the medication is or was prescribed or used. It provides a link to the Past or current health condition(s) or problem(s) that the patient has had or has and for which this medication was prescribed.","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.medicationReason",0,*,"",""
"EHDSMedicationStatement.reasonForChange","EHDSMedicationStatement.reasonForChange","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.39.7 - Reason for change","Reason for change of medication","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.reasonForChange",0,1,"",""
"EHDSMedicationStatement.dosage","EHDSMedicationStatement.dosage","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSDosage {[]} {[]}
","C.39.8 - Dosage","Details of how medication is/was taken or should be taken.","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.dosage",0,*,"",""
"EHDSMedicationStatement.note","EHDSMedicationStatement.note","","","",0,*,"","","","string {[]} {[]}
","C.39.9 - Note","Further information about the usage","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.note",0,*,"",""
"EHDSMedicationStatement.daysSupplied","EHDSMedicationStatement.daysSupplied","","","",0,1,"","","","Quantity {[]} {[]}
","C.39.10 - Days supplied","Number of days for which the patient was provided with the drug. Supply is intended to either hand over the medicine or write out a prescription. A 0 value indicates that the patient has not been provided with the drug (e.g. if the patient has a sufficient supply of the drug)","","","","","","","","","",,,,,"",,,,"EHDSMedicationStatement.daysSupplied",0,1,"",""
